ano_publicacao;segmento;passo;parametro;grupo_calculo;nivel;input_ordem;input_label;input_valor;input_valor_pct;n_inputs_grupo;operacao;resultado_label;resultado_valor;resultado_pct;periodo_ini;periodo_fim;fonte
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2019;1;4;NTN-B venc 2035-05-15  (250 obs diárias);0,0377728;3.7773%;6;media_simples_diaria→media_vencimentos;Rf_2019;0,0345108;3.4511%;2019-01-01;2019-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2019;1;5;NTN-B venc 2045-05-15  (250 obs diárias);0,0396804;3.9680%;6;media_simples_diaria→media_vencimentos;Rf_2019;0,0345108;3.4511%;2019-01-01;2019-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2019;1;6;NTN-B venc 2050-08-15  (250 obs diárias);0,0396148;3.9615%;6;media_simples_diaria→media_vencimentos;Rf_2019;0,0345108;3.4511%;2019-01-01;2019-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;1;NTN-B venc 2020-08-15  (98 obs diárias);0,03211735;3.2117%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;2;NTN-B venc 2024-08-15  (249 obs diárias);0,01996586;1.9966%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;3;NTN-B venc 2026-08-15  (249 obs diárias);0,02664458;2.6645%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;4;NTN-B venc 2030-08-15  (222 obs diárias);0,03324279;3.3243%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;5;NTN-B venc 2035-05-15  (249 obs diárias);0,03653414;3.6534%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;6;NTN-B venc 2040-08-15  (222 obs diárias);0,03954955;3.9550%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;7;NTN-B venc 2045-05-15  (249 obs diárias);0,04042851;4.0429%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;8;NTN-B venc 2050-08-15  (249 obs diárias);0,04053695;4.0537%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2020;1;9;NTN-B venc 2055-05-15  (222 obs diárias);0,04126441;4.1264%;9;media_simples_diaria→media_vencimentos;Rf_2020;0,03447602;3.4476%;2020-01-01;2020-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;1;NTN-B venc 2024-08-15  (247 obs diárias);0,03509474;3.5095%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;2;NTN-B venc 2026-08-15  (247 obs diárias);0,03880891;3.8809%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;3;NTN-B venc 2030-08-15  (247 obs diárias);0,04213603;4.2136%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;4;NTN-B venc 2035-05-15  (247 obs diárias);0,04303198;4.3032%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;5;NTN-B venc 2040-08-15  (247 obs diárias);0,04463198;4.4632%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;6;NTN-B venc 2045-05-15  (247 obs diárias);0,04557935;4.5579%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;7;NTN-B venc 2050-08-15  (247 obs diárias);0,04588988;4.5890%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2021;1;8;NTN-B venc 2055-05-15  (247 obs diárias);0,04615951;4.6160%;8;media_simples_diaria→media_vencimentos;Rf_2021;0,04266655;4.2667%;2021-01-01;2021-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;1;NTN-B venc 2024-08-15  (250 obs diárias);0,0609408;6.0941%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;2;NTN-B venc 2026-08-15  (250 obs diárias);0,0565444;5.6544%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;3;NTN-B venc 2030-08-15  (250 obs diárias);0,0569956;5.6996%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;4;NTN-B venc 2032-08-15  (215 obs diárias);0,0580707;5.8071%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;5;NTN-B venc 2035-05-15  (250 obs diárias);0,0579276;5.7928%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;6;NTN-B venc 2040-08-15  (250 obs diárias);0,0580384;5.8038%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;7;NTN-B venc 2045-05-15  (250 obs diárias);0,0587076;5.8708%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;8;NTN-B venc 2050-08-15  (250 obs diárias);0,058764;5.8764%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2022;1;9;NTN-B venc 2055-05-15  (250 obs diárias);0,058748;5.8748%;9;media_simples_diaria→media_vencimentos;Rf_2022;0,05830412;5.8304%;2022-01-01;2022-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;1;NTN-B venc 2024-08-15  (248 obs diárias);0,06684194;6.6842%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;2;NTN-B venc 2026-08-15  (248 obs diárias);0,05583548;5.5835%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;3;NTN-B venc 2030-08-15  (248 obs diárias);0,05572298;5.5723%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;4;NTN-B venc 2032-08-15  (248 obs diárias);0,05647782;5.6478%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;5;NTN-B venc 2035-05-15  (248 obs diárias);0,05714919;5.7149%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;6;NTN-B venc 2040-08-15  (248 obs diárias);0,05800202;5.8002%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;7;NTN-B venc 2045-05-15  (248 obs diárias);0,05849919;5.8499%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;8;NTN-B venc 2050-08-15  (248 obs diárias);0,05869919;5.8699%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2023;1;9;NTN-B venc 2055-05-15  (248 obs diárias);0,0586125;5.8612%;9;media_simples_diaria→media_vencimentos;Rf_2023;0,0584267;5.8427%;2023-01-01;2023-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;1;NTN-B venc 2024-08-15  (157 obs diárias);0,07687898;7.6879%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;2;NTN-B venc 2026-08-15  (251 obs diárias);0,06324462;6.3245%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;3;NTN-B venc 2030-08-15  (251 obs diárias);0,06168327;6.1683%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;4;NTN-B venc 2032-08-15  (251 obs diárias);0,06203147;6.2031%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;5;NTN-B venc 2035-05-15  (251 obs diárias);0,06176096;6.1761%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;6;NTN-B venc 2040-08-15  (251 obs diárias);0,06124343;6.1243%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;7;NTN-B venc 2045-05-15  (251 obs diárias);0,06188884;6.1889%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;8;NTN-B venc 2050-08-15  (251 obs diárias);0,06195817;6.1958%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2024;1;9;NTN-B venc 2055-05-15  (251 obs diárias);0,0618004;6.1800%;9;media_simples_diaria→media_vencimentos;Rf_2024;0,06361002;6.3610%;2024-01-01;2024-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;1;NTN-B venc 2026-08-15  (250 obs diárias);0,0933728;9.3373%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;2;NTN-B venc 2030-08-15  (250 obs diárias);0,077066;7.7066%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;3;NTN-B venc 2032-08-15  (250 obs diárias);0,0764744;7.6474%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;4;NTN-B venc 2035-05-15  (250 obs diárias);0,074738;7.4738%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;5;NTN-B venc 2040-08-15  (250 obs diárias);0,0729604;7.2960%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;6;NTN-B venc 2045-05-15  (250 obs diárias);0,072862;7.2862%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;7;NTN-B venc 2050-08-15  (250 obs diárias);0,0721888;7.2189%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;8;NTN-B venc 2055-05-15  (250 obs diárias);0,0719776;7.1978%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_venc_media;rf_venc_2025;1;9;NTN-B venc 2060-08-15  (228 obs diárias);0,07193991;7.1940%;9;media_simples_diaria→media_vencimentos;Rf_2025;0,07595332;7.5953%;2025-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;1;Rf_2016  (média de 7 vencimentos);0,06275125;6.2751%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;2;Rf_2017  (média de 7 vencimentos);0,0542235;5.4223%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;3;Rf_2018  (média de 6 vencimentos);0,04962358;4.9624%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;4;Rf_2019  (média de 6 vencimentos);0,0345108;3.4511%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;5;Rf_2020  (média de 9 vencimentos);0,03447602;3.4476%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;6;Rf_2021  (média de 8 vencimentos);0,04266655;4.2667%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;7;Rf_2022  (média de 9 vencimentos);0,05830412;5.8304%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;8;Rf_2023  (média de 9 vencimentos);0,0584267;5.8427%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;9;Rf_2024  (média de 9 vencimentos);0,06361002;6.3610%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[1] Rf;rf_anual;rf_media_10a;2;10;Rf_2025  (média de 10 vencimentos);0,07595332;7.5953%;10;media_simples_10_anos;Rf_publicado;0,05137742;5.1377%;2016-01-01;2025-12-31;Tesouro Nacional / NTN-B (taxa compra manhã)
2026;transmissao;[2] ERP;erp;erp_damodaran;1;1;Retorno geométrico S&P500 vs T-Bills 1928–2025;0,06848051;6.8481%;1;retorno_geometrico_acumulado;ERP_publicado;0,06848051;6.8481%;1928-01-01;2025-12-31;Damodaran (NYU Stern) / histretSP.xls
2026;transmissao;[3] EMBI+;embi_diario;embi_diario_2016;1;1;EMBI+ 2016-01-04;0,0532;5.3200%;259;media_aritmetica_diaria;embi_2016;0,03816834;3.8168%;2016-01-04;2016-01-04;IPEADATA / JPMorgan EMBI+ (JPM366_EMBI366)
2026;transmissao;[3] EMBI+;embi_diario;embi_diario_2016;1;2;EMBI+ 2016-01-05;0,0497;4.9700%;259;media_aritmetica_diaria;embi_2016;0,03816834;3.8168%;2016-01-05;2016-01-05;IPEADATA / JPMorgan EMBI+ (JPM366_EMBI366)
2026;transmissao;[3] EMBI+;embi_diario;embi_diario_2016;1;3;EMBI+ 2016-01-06;0,0505;5.0500%;259;media_aritmetica_diaria;embi_2016;0,03816834;3.8168%;2016-01-06;2016-01-06;IPEADATA / JPMorgan EMBI+ (JPM366_EMBI366)
